,tweet,label
3718,RT : so quiero ser skinny only tengo famine 24/7 :/ struggle,negative
3719,HGreg 8505 NW 12 street on the Doral on one's Gran Venta off Liquidacin .. . ,neutral
3720,friends and himym the montaron rugged,neutral
3721,Oklahoma o Golden State ?,neutral
3722,"RT : When u walk straight into the kitchen to eat & ur mom hits u with the "" immediately saludaste "" ",negative
3723,anytime they myself olvida that the trolley existe,neutral
3724,"RT : "" All I Think About "" off entra al N  68 off officer off Espaa ",neutral
3725,RT : podemos darle skip in order to this one semana entera ?,neutral
3726,RT : Females complain about periods cramps and pain .. . ooookk but have you ever lost in Fifa at the 90th minute ? No ok then stfu,neutral
3727,"Aveces the gente they olvida that tras the lampshade and the Youtuber hay fingernail person , and many comentarios pueden offend , hour off go an rap .",negative
3728,"Pues .. in order to the that myself estis preguntando , the siento only no thank you myself avisaron in order to ir al Club stocking Fest on small change , no thank you creo that vaya exclamation mark",negative
3729,"Zombers Sera an pleasure that dejarais vuestro encouragement exclamation mark Gracias exclamation mark Cod 3 | Kronno , Zarcort , Piter G and Cyclo exclamation mark ",neutral
3730,RT : I enjoy actual conversations . I hate small talk . I hate two word answers .,neutral
3731,RT : T quieres know I wish Myers hace to the that canta,negative
3732,RT : Best HIP HOP Video on in order to .. . ANACONDA off Nicky Minaj .. . times an moment pens that iba in order to tell Chica Gamer off,negative
3733,okay okay . Pues me am freaking out . Paro off study because microclimate late and am cansada and siento that am perdiendo the tense,negative
3734,Sorry exclamation mark Hasta q hour vas in order to estar on Rio hondo ?,negative
3735,"Vivimos on in Mundo such Falso and mediocre . El Infierno microclimate hither same on the Tierra , the peor this one system the vivimos on this one pais exclamation mark",negative
3736,on my instance myself recibe con pizza mantecado donas off KK cupcakes,neutral
3737,Un pleasure exclamation mark me solo the hice because viene pretty have in order to an buster that sepa off Zombies cuando they acabe the Hello World exclamation mark Ajaj,negative
3738,Fucsia lover !!  http://t.co/9Kt1SB6L25,neutral
3739,""" : ""  Porque s , because I wish t him mamas the vermin , and tambin tee tragas the off l , tienes the derecho off request the that tee off the gana exclamation mark """" dayum",neutral
3740,Una night Mas off Pelo avilahec Maquillaje efratirado and vestuario  http://t.co/RMNqR95MK3,neutral
3741,""" Hoy estamos off mourning , Georgia Tech perdi "" ok dad",negative
3742,RT : Mujeres bee like : ,neutral
3743,RT : Con my my http://t.co/HbywACAKkf,neutral
3744,in order to my nenas,neutral
3745,on t supermarket favorite http://t.co/kxJ9Xd8YYu,neutral
3746,immediately tengo citas tho,neutral
3747,RT : Vayan voting times the mejor and peor vestidas off the Billboard off the Msica Mexicana . En People on Espaol decides t .. .,neutral
3748,Wendy Williams microclimate fingernail off the personas ms trash on daytime TV .,negative
3749,* Joseando pon times to 'as partes *,neutral
3750,RT : Dejar that the cosas fluyan and disfrutarlas mientras duren . That 's all .,neutral
3751,"EL AMOR Y EL INTERS , SE FUERON AL CAMPO UN DA MAS PUDO EL INTERS QUE EL AMOR QUE LE TENIA ?",neutral
3752,RT : Ya estan on exclamation mark Welcome to ,neutral
3753,RT : Yo myself encajonara pretty rugged I wish receipt an text such psycho huh ste http://t.co/g2WsjvM3Ez,neutral
3754,El album off zayn no thank you this one such nifty .. . Fo realz .. . Tiene huh 3-4 canciones buenas,negative
3755,Ya quiero go out del senior projecttttt,negative
3756,Chequea my dm .,negative
3757,RT : representacin off the fandom escuchndo ,neutral
3758,quiero screw an nap only diligencias Del prom no thank you myself dejan .. .. ugh whyyy,negative
3759,RT : s u e  o,neutral
3760,SE PODR REMONTAR !! | CON LUIS Y COJO | BLACK OPS 3 : ,neutral
3761,"Le he preguntado mnimo in order to 11 personas and none tiene fucking guantes blancos , perf , perf",negative
3762,LUCKY ISLAND | NO PUEDE CON LA PRESIN exclamation mark | Minecraft : ,negative
3763,RT : off cabeza in order to view the conjuring 2 cuando salga,neutral
3764,"me solo they that every vez that jugamos al counter os carrileo the partidas , vergenza myself dais huh youtubers",negative
3765,"blah , dna , blah , mutaciones , BCRA1 , blah , RNAi , opern off lactose , blah , regulacin , cncer .. .",negative
3766,En cul off one's productos off VERIZON WIRELESS est recibiendo this one message off ' 404ServiceNotFound' ? ~ AS,negative
3767,RT :  Le damos quote and qu carajos pas ?  Quin anda poniendo reglas ? ,neutral
3768,RT : We will eliminate all yales from Twitter,negative
3769,"RT :  Shar pei miniature , 3 meses . Se est dando on adopcin . Interesado in order to darle an forever home DM  ",neutral
3770,Atun / Tuna http://t.co/TP2VRYRagR,neutral
3771,So myself pidieron ID in order to view 50 Shades,neutral
3772,afterwards that myself pongo sunblock in order to the playa decide ir in order to the swimming pool .. . ugh my sister microclimate annoying cc,negative
3773,RT : Indoor on Laguna Saint Joseph http://t.co/rmihnO12iJ,neutral
3774,Crees that eres an teacher off ? Demustralo .  Cul fue the primer telfono that pudo play msica MP3 ? sica,neutral
3775,Okay someone tiene that desconectarme off twitter and cambiarme the password until maana in order to no thank you power get in,neutral
3776,with repostapp .  off barbarabermudo con vestido and Zapatos  ,neutral
3777,Una girl CHIC combina the clsico and the newfangled  Blusa valeria azul  Falda bianka  Cinturn bow http://t.co/lixbchiCKl,neutral
3778,"shhh , let myself bee . Sigue con thy hollow",neutral
3779,"RT : El show no thank you microclimate that FlyTetas they atreve in order to cobrar $500 times servicios sexuales , the show microclimate that hay cabrones that they atreven in order to pag",negative
3780,"Entre the seniors gradundose and the juniors con one's convoy , no thank you puedo con the nostalgia",neutral
3781,"RT : * silently whispers "" buen provecho "" to myself because i 'm surrounded by americans *",negative
3782,RT : me no thank you tengo an date since the ' 99,negative
3783,RT : bright on an constant * sigh *,negative
3784,"me loathing the personas that tee tuitean "" textea "" , moron , on vez off tuitiarme , textame the that myself quieres tell and immediately gosh",negative
3785,"Dale , this one weekend creo that myself voy con pal off panas camp in order to Vieques .",neutral
3786,jose4sho1 http://t.co/PXT2Sv2yMX,neutral
3787,Improvisando RAP mientras kit !! | Quake craft EP . 7 | Minecraft : ,neutral
3788,Listo in order to the segundo da off ? Vistanos on the booth off Verizon . ,neutral
3789,Wow that trajes more feos they ponen estas tipas pal prom,negative
3790,"RT : myself pondria pa someone , but they playing",neutral
3791,"RT : This Day in History : Puerto Rico 's El Grito off Lares , September 23 , 1868 http://t.co/jRBy9sT9xN",neutral
3792,"Okey immediately tengo in order to the ganadores !! !, on an ratito the subo al canal !! and the that no thank you os beech tocado no thank you os desanimis , immediately os touch !! ^^",neutral
3793,GM ,neutral
3794,Koko celebrando our da  ,neutral
3795,nete os off 12 in order to 2pm ,negative
3796,"Nios , the vlog off the lap off NY , the lift the Monday . Voy in order to try descansar this one The End off semana , o die . AI .",negative
3797,Okeys Zombers pues nothingness .. . Tengo Face temporarily bloqueado .. . He tinted that lift foto off my DNI and no thank you s cuando myself the devolvern .. .,negative
3798,"RT : Diablo shitass , myself describiste on an solo tweet .  ",neutral
3799,"RT : People take music way too seriously . Mera , I wish me quiero sing that tengo fingernail forty con three peines off thirty , the voy",neutral
3800,"RT : JAJAJAJA segn the level off an fan on "" Little Big Planet "" .. . ",neutral
3801,RT : bellaqueo everyone the das despus off the escuela in order to strike the stress the hara .,neutral
3802,RT :  Para this myself cancelaron my ring ?,negative
3803,party hialeahpark ,negative
3804,you had one job .. . autogoal no thank you microclimate one off ellos,negative
3805,"Alerta chicas : in order to , that llega today al stage off con very much that tell . http://t.co/D78Z2eg5sT",negative
3806,nena these das han status nasty exclamation mark Entre in order to the 4am vi thy llamada in order to the 2am .,negative
3807,El moment ms sickly .. . Cuando encuentran the Twix that habas stash in order to the midnight snack,negative
3808,os Trabaja rugged in order to that the fruto they vea .. . CONGRATS ,neutral
3809,A view I wish term the siguiente Rap Play immediately !! !! :D,positive
3810,RT : Tengo that ponerme fit off that immediately,negative
3811,RT : Todo this microclimate guilt off Fatmagl .,negative
3812,"RT : -frosted cookies -soccer -dramas -misioneo -not caring for certain things - "" goldi "" -R",neutral
3813,"C pone more fea the Thing : Segn Trailer Bridge , Inc ., 1 d 4 compaas navieras that trae bienes in order to Puerto Rico radica QUIEBRA .",negative
3814,"Yo they , mira the pic q acabo off post",neutral
3815,Imagen Modeling by La Gatita . ,neutral
3816,"eres vegan , i can n't",neutral
3817,Simple sencilla and elegant Low top tunic Blouse OPEN 10:00 in order to 7:00 pm ,negative
3818,"wow Daniella , the blue ladies no thank you they supone that cometan errores huh this one",negative
3819,Que fro gosh,negative
3820,Un hroe caecum microclimate huh an fnix haggard times the fuego fact cenizas sans ms fuerzas in order to resurgir off new exclamation mark CIVIL WAR RAP exclamation mark,neutral
3821,Tenemos in order to an new Brcolo on household !! exclamation mark El perrino RapPlayer off    ,positive
3822,RT : van in order to unlock an Urban Outfitters on PR & no thank you veo in order to no thank you one llorando off the emocin mano qu les raisin ?? ?,neutral
3823,Cdigo Elzol and Tienes Descuento on the Pre VENTA TICKETMASTER .. . HOY HOY HOY .. . CORRE exclamation mark http://t.co/bWN6iHtSrO,neutral
3824,Sunday look !! exclamation mark OPEN HOY Sunday !!  Urdesa circunvalacin south 723 and guayacanes .  11:00 in order to 17:00 hrs ,neutral
3825,RT : No him underneath the Moon only cuando quiere him underneath the panties .. .,negative
3826,"RT : Mis spots favoritos anytime son the playas solitarias , no thank you hay break",positive
3827,"RT : tiene initiative , no thank you pone excusas , creative , hace rer , they preocupa times ti , tiene flow and escucha malianteo contigo .. htt",neutral
3828,Tengo an playlist off sateo on spotify and everyone the das the perfecciono ms and ms .,neutral
3829,RT : Mi motivation in order to the prom microclimate other Thing,neutral
3830,"RT : Mi selfie off today , thank you in order to my times the look exclamation mark Estaba tasty hajaja I wish myself ven off profile .. . given name exclamation mark http://t.co",neutral
3831,Con my party hialeahpark ,neutral
3832,"JUSTIN PLS PARA DE COPIARTE . SEAMOS AMIGOS O ALGO YO QU S , PERO STAHP .",negative
3833,RT : Le dejo tumble to ' the peso  ,negative
3834,Back to basis  !! Blusa azul $ 20.00 because microclimate hour off darle ms color in order to thy clset . Pedidos 096 8807 384 http://t.co/hHjUK3xSEX,neutral
3835,El bacon huele such ricoooo,negative
3836,""" : Current mood http://t.co/7GoBMCS7mq "" haciendo the power point -. -",negative
3837,Naps .. . reason why I have n't studied jajajaj,negative
3838,Que ill solid myself deja the tiding off Christina Grimmie T_T fingernail estrella youtuber us deja . D.E.P,neutral
3839,immediately they .. . and myself integer times an tweet off Daniela exclamation mark Niggah you is wack :/,negative
3840,HOY EMPIEZAA GAMES OF THRONESS,neutral
3841,RT : Bayern Munich are heading to their 5th straight Champions League semifinal exclamation mark They defeat Benfica 3-2 on aggregate . ,positive
3842,RT : BENITO RAMAN Age : 20 ST / LM Cost : 1.8 M GP : 70 > 79 Skills : 3 * WF : 3 * Real Face : No ,neutral
3843,RT : Double Chocolate Brownies . ,neutral
3844,Mezclando ms off 40 minutos GOOD Morning Grupo exclamation mark Feliz Viernes ,neutral
3845,Accin . Con Verizon tienes the power off the network 4G LTE ms large del pas . http://t.co/rFr5DViuiA,neutral
3846,"El vlog off today , pequeas tardes off viciarse in order to the Play : SHIPPEOS ENTRE YOUTUBERS ",neutral
3847,"Ponte on Forma on Sweetwater , view Las Fotos http://t.co/0eUWHA7t9s",negative
3848,RT : El sapling that est conmigo creo that va in order to prefer pagarme the uni on vez off alimentarme,neutral
3849,"Atrvete and suea con the increble . Como Verizon XLTE , that duplica the prowess 4G LTE off costa in order to costa . http://t.co/z5HtRqSk5T",neutral
3850,Mami myself trajo Doritos con guacamole in order to my bedroom mientras estudiaba,negative
3851,It was in order to wrap 5am exclamation mark beatrizstylist  http://t.co/TY9fjAFEz0,neutral
3852,RT : love talking to those people that you feel overly comfortable with and you just do n't even care what you say because no thank you,neutral
3853,Twitter est such colourful off retweets that no thank you myself interesan that immediately nor myself gusta get in .,neutral
3854,RT : JAJAJAJAJ WTF ,neutral
3855,get in order to life . Que thy haces viendo fotos del 2013 ?!,neutral
3856,"RT : nifty this is it , make it count because this is going to bee just one last time",negative
3857,this one super nice but I 'm still cold ha-ha,neutral
