tweet,label
"All over again : De nuevo ( como desde el principio ) I failed my class , now I have to do it all over again .",negative
"haha arroz !!!! , im sleepy gqailigdfvi",neutral
sea siempre me levanto muy chingon pero hoy exagere lmao,negative
La pina cuts hair 20minutes before playing,neutral
"havia is made with usually made with imitation crab meat , idk atleast with ceviche I know it 's real shrimp lol",neutral
but Hs Tambien Ehh & I know  Por pa que keremos Mas Asi Estamos bien less Bs ._.,positive
Que verguensa cx lol,negative
so he talked 2 em & 2 us & let us kno that we were all his friends y k no nos keria ver peliar so he diffused the situation,positive
quien la quiera ! Y el que no pues se chingo porque yo al ser despreciado los mando a la beisss para siempre ;D y nimodo lol,negative
Hectic : Ajetreado . The week before the trip was hectic and exhausting .,negative
I rented 2 movies ? Now can someone come to my house ^ ~ ^ Nomas traigan food,positive
Omg I Know  ! Ay Pa Que Me Des Mcdonalds Free,neutral
Ya se fue mi nephew L 'Rey ora si puedo echarme una mimis without him biting me,negative
"Perfect timing : Justo a tiempo I got pregnant right after my promotion at work , it was the perfect timing .",positive
Yo nomas la muerdo suavesito y con cario ! ;D lol,positive
"dont tripas carnitas   , diviertate",positive
Growl at the baby : Gruir Bruno ! Do nt growl at the baby !,negative
"No s si has ledo mi material en la website , pero el ingls no se puede encajar en unas reglas ... +",neutral
Whatever helps you sleep at night : Sarcasmo si te hace feliz decir/hacer eso pues hazlo aunque a mi meparece ridculo +,negative
Have a blast : Divertirse . I had a blast at Disney World .,positive
"Crotch : Entrepierna . Yes the pants fit fine , but they re just a little tight on the crotch .",neutral
Like abre Los Hojos Mija / . -,neutral
Pero cayada gano ! Hahaha,positive
He tricked me : Me enga . He tricked me into thinking he was at work the whole time .,negative
"hay un par de frases q te pueden servir , La unin hace la fuerza : There is strength in numbers . Or United we stand :)",positive
Locked up : Encarcelado The police took him away and he was locked up for a whole year .,negative
Feliz Cumpleaos Aldo ! Que te la pases bien en este dia ! BestWishes !,positive
"Picky : MUY exigente . She looked for the perfect earrings , but was too picky and ended up not having any .",neutral
you did con tu axel & willy,neutral
wya perrito ?,neutral
lol tf you want a Toyota for ? tell ur dad for a civic si thos e are bad !!!!,negative
"you a trip !!! Haha u wish , estan contra el campeon no cruz azul",neutral
"ahhh ya entiendo , sabes por q creo q escuchas una i nuestra ? porq tiene el acento ah ,",neutral
what happen to your snapchat ?,neutral
Cuando Mande a Too a la Chingada >> I Luego conosi a Jonny,negative
""" T doy coca y cuetes k son cuates kn mi ruca maria juana .. no hay otra ! Fumando me llamo .. Rolando Mota "" SPM KILLED IT on that last verse xD",neutral
te la creo lol hwaciendote guey lol xd,negative
By heart : De memoria . I have finally learned all this vocabulary by heart ( I hope you guys are working on it :),positive
Gunna pack a couple bowls at pescuesos,neutral
"Snitch : Sopln . When caught smoking cigarettes , her little brother would snitch on her and go tell their parents .",neutral
Quiero ver,neutral
When I listen to Corridos it makes me miss Mexico so damn much      !!! Like Ahh Kiero ir a Bailar !!!,neutral
Si Llegare a Los 4 months,neutral
Compared to : No es compared with Gas prices are high compared to how they used to be .,neutral
"Deal with it : Lidiar . that is a big problme , iIt would take a strong man to deal with it",neutral
De Nada :) I know how much you kiddos enjoy time off lol,positive
"Print it out : Se usa MUCHO mas que solo print I need you to sign this document , but first I have to print it out .",neutral
Stunning : ( varias cosas ) Imponente/Impresionante . Endeavour s final bow was stunning,positive
At least fasfa is coming,positive
"Upset : No solo es "" disgustado  tambin significa algo as como "" trastornado "" Talk to me Kristen , why are you so upset ?",negative
"Pick up the pace : Acelerarse The class was easy , but it slowly picked up the pace and got harder .",negative
Ay estaaa in the H52D lol I wish I could at times so I can kill my curiosity pero Idk . lol,neutral
Necesitas regaar a tu jefe ( o llamarle la atencin ) ya que es rudo . Did this help ? :),negative
ojale que te muerde in vampiro pa que te quite lo frio haha,positive
aww no aguantas,negative
This why I do n't listen to Norteas,neutral
"do n't chase someone que no te quiere , alcavo que son mas los que vegan que los que van",negative
She is well into her 50s : Tiene ms de 50 .,neutral
dam scik tardando,neutral
okay orita te esnapeo lol,positive
The Great War : La primera guerra mundial . The Great War was without precedent ... never had so many nations taken up arms at a single time .,neutral
Pay back es lo q veo se usa ms :] y si pagar con la misma moneda .,negative
Off the hook : Estar libre de problemas Do nt think you re off the hook completely just because you washed my car .,negative
lmao con mucho gusto,positive
"Hello contestame el telefono , donde te as ido ? :/",negative
apoco sabes a tortillar ? Lol,neutral
"hmm la respuesta es automtica , puedes mirar por favor tu spam , si no lo puedes ver me avisas :)",positive
I was gna say that !!! Ay Yolli ... lol :D,positive
Just messing with you . Slo Jugando Contigo . You re not allowed to take a break .... I 'm just messing with you .,neutral
She made me clean la Casa,neutral
I 'll pretend que estoy crudo and go get one,neutral
Lawyer appointment aver k mentirias me cuenta hoy,negative
pues si I wanna go tto pluckers on sunday is the super bowl <<<,neutral
"Fond : tenerle cario a alguien . I ve become fond of him , Le cog cario/aprecio",positive
Poreso me embriago fuck it ..,negative
nahh wtf yall can go to a stip club if yall want nosotros keremos ir a comer !!,negative
lmao trust it will he aint dead he could still run things from inside unless they extradite him like guero Palma,positive
that 's what I 'm craving,neutral
exactly .. I mean toluca is good but we will see ! K gane el mejor .,positive
Show up : Venir . Do you know where Jaime is ? He did nt show up for work this morning,neutral
Chubby : Rechoncho ( un poco gordo ) Did you gain weight ? Your cheeks look a little chubby .,neutral
"Off to a good/great start . Comenzar correctamente . The business is doing great , we are off to a great start .",positive
"Ellen "" quiere "" entrevistar a Julianna Margulies , Clooney says : she is a tough cookie , she is a hard one to catch ...",negative
"idk mariscos are bomb !!! , ceviche de pescado is good also but I 'd rather munch on some shrimp tacos lol",positive
"I 'm in . Algo as como cuenta conmigo Person 1 : Does that sound like a good plan ? Person 2 : Yes , I 'm in .",positive
Belated : Felicitaciones despus de la fecha : Do you have belated birthday cards ? I forgot my wife 's birthday and she is very mad at me .,negative
"It hit meDe repente me di cuentaAfter my hamster died , it hit me ; I had accidently placed rat poison in his cage .",negative
"Escalated quickly : Se sali de control rpidamente . Not long before we ordered our drinks , a fight broke out . It escalated quickly",neutral
Sob . Sollozar . The little girl was crying and sobbing .,negative
Moves along : Se mueve a lo largo . The dead whale moves along with the waves until it reaches shore .,neutral
How far along is she ? : Cunto tiene de embarazo ? Person 1 : My sister is pregnant . Person 2 : How far along is she ?,neutral
""" K suerte la mia k justo a tiempo comprendi k tu no eras lo k creia , lo k en mi vida yo esperaba """,negative
I yo Como  Orita Mando a Mis new homies  jk Dile a Jose,neutral
Daw Puebla winning 5-0  Ya me dio scare,negative
"son puiro que mujeres !!! lol , i mean i think ur girl would want to see you act like a man not a bitch !!",negative
estoy en el restroom haciendo popo no molestes !!!,negative
oy nomas lol lyin ass nigga hehe jk,positive
"Backfire : Devolverse . Be careful with that plan , it may backfire on you .",neutral
Los vecinos gotta stfu,negative
haha no podras tu .. lol yo ni tomo,positive
do n't be looking at my retuits daw  .. ha idk but I get a good laugh,positive
It s payday ! Hoy pagan !,neutral
They were hating on it Porke Decia Guanajuato (; lol,negative
"From scratch : A partir de cero . I just made these brownies from scratch , they are delicious",positive
Owned up to his/her mistake : Aceptar un error . I owned up to my mistake and apologized .,neutral
Miguel commented on my picture Ayy weeeey,positive
ay perdon ... saliste mas cabron k yo !! Wait jk,negative
yeah te vienes,neutral
There is always room to grow . Siempre se puede mejorar,positive
It is what it is ( hay muchas traducciones pero yo diria ) Nada que hacer . We can n't go to Spain this year but it is what it is .,neutral
enserio there is some caga palo ass drivers out there lol,negative
"The power is out : Se fue la energa . I would shoot you an email , but the power is out .",neutral
a quien le gusta el calor ?!? Lol das cuando llueve son los mejor,positive
can you stop being soo   ?,neutral
Desperate ass niggas on fb I swear >> -__-,negative
"hahaa they do it to play around swith you tho , idk all guys are different . creo que quieres alguen que aparese hombre !! lol",neutral
yeah i do ill go enchinga lmao,neutral
""" : love comedy , were always up for a laugh . "" Ya vez that 's why I like ppl who can make me laugh ! :)",positive
"Break the news : Contar una noticia : I do nt know how to break the news to her , she ll be devastated .",negative
"lmao ni ganas tengo de llorar  , the last movie that made me cry was Pineapple Express  me dejo llorando de risa",neutral
"porq si no nos corrigen no sabemos como mejorar , nosotros por naturaleza somos sordos para los sonidos del ingls see you :)",positive
Browse the web . Navegar . I 'm going to browse the web for a bathing suit .,neutral
Lauraa ** Lol & Sus cousins dude tan cute,positive
"It puzzles me : Me desconcierta . It puzzles me how it can snow one day in Texas , and the next day it s 70 degrees fahrenheit .",neutral
"Keep to myself : Mantenerse encerrado . Person 1 : Do you go out much ? Person 2 : No , I just tend to keep to myself .",neutral
